filename,L_mean,L_std,a_mean,a_std,b_mean,b_std,C_mean,C_std,Base,Primary,Secondary,fold
7.34.jpg,33.69842595490539,15.89047052969967,10.93434176046136,4.214600538102347,32.29274511526284,11.481152572126552,34.17115773609979,12.012198710840249,7,3,4,1
9.25.jpg,59.96166785729335,16.090401266896738,11.422008047764924,1.7163297885979032,6.298110146415923,1.7009634961754745,13.114570322457284,1.993882964335273,9,2,5,3
7.08.jpg,25.44529078806386,13.742503197761817,9.001795045251841,3.5277113163732756,7.235380468941656,3.0010069134716018,11.614539716042945,4.46500855294775,7,0,8,0
3.6.jpg,14.491141254605225,11.355466491157843,4.8122073585217535,3.0001104609530063,3.0552438023697266,1.4895394318861952,5.801554985205538,3.1706788869309728,3,6,-1,0
9.31.jpg,72.00615811138849,13.722482186103145,11.888142465190944,4.4625962312804575,38.60406956145061,6.710064252111156,40.51048497060616,7.445968897006082,9,3,1,3
3.87.jpg,13.796484300927164,10.959624571258397,1.61068744804541,1.1029368951481378,0.9981013458728464,0.3853938142915679,2.043454115712539,0.8830706742242793,3,8,7,0
1.4.jpg,6.339687012037133,6.286630449672321,0.2906011659222627,0.5817551906535384,1.0783119653399609,0.8666830062429232,1.248637036738752,0.8818672337022033,1,4,-1,1
4.65.jpg,13.65158111279722,10.73835688899656,11.224561438764534,6.487616187962521,7.222132283163418,4.235787330261657,13.412002480757716,7.635392705930636,4,6,5,1
4.71.jpg,11.980037782725216,11.358188079483975,-0.1199667819069256,0.5961416041367469,4.3126684593092035,2.751140840850512,4.399816763745357,2.679416812018106,4,7,1,2
8.71.jpg,50.01804505928424,16.32879986035857,1.3023369059915264,0.8916222799826863,20.58914820048425,1.582459876343156,20.650439962779988,1.57086088888453,8,7,1,2
6.48.jpg,30.512558799632437,20.717865662350345,20.0387593599874,9.325482370798357,29.589563719703524,16.965289122942064,36.22539953948328,18.42824577890597,6,4,8,0
10.27.jpg,69.06852089088365,15.693850986080909,8.60754154040969,2.2110319494996307,1.6064074514983822,1.6729955265326355,8.865880917394405,2.398759709140554,10,2,7,0
7.2.jpg,31.38834168968894,15.71584782297174,5.359803410865066,2.1612788480048475,-6.208537497201424,0.9539383427247716,8.30613782752298,1.965357338506758,7,2,-1,1
6.74.jpg,18.988259229735025,14.894222870114136,3.498565205769779,1.9237070328547912,13.991478636096346,8.287834348783704,14.53356592216567,8.31659434207071,6,7,4,3
10.33.jpg,85.14711083702225,9.050799944170368,8.471187358030667,7.498865445332598,33.191627365552144,13.393670007273045,34.57825906531463,14.608645442731657,10,3,3,4
5.31.jpg,15.303662815260058,12.356016108282368,2.17138841515849,1.4062146490093077,11.031647967223334,6.738381021087235,11.335527116282188,6.730618689444182,5,3,1,4
5.25.jpg,24.329679348801577,17.597083825544875,5.080996362123446,2.626670734406575,3.160149809495539,1.210649173913371,6.094174400297479,2.6512600397566475,5,2,5,2
5.18.jpg,16.11703338075323,13.40716861342987,-0.0889320232748617,0.3364337057215785,0.10847678440228,0.7337625410873814,0.5135965231258087,0.6383493040645255,5,1,8,0
5.1.jpg,16.194344690382405,13.472879447942532,0.5054734141984799,0.7589862027454913,0.8416350718188368,1.1830502741542483,1.547864384033267,0.7373173145618803,5,1,-1,3
5.24.jpg,20.66991766456904,15.694629710577122,4.428971142574298,2.433945193570386,-0.3088128005962479,1.1450518753695436,4.596093885431898,2.412945239008782,5,2,4,0
8.58.jpg,39.67414644002174,24.509512131005724,13.224988728056696,4.5688672939166475,5.652650366565436,1.740589284869995,14.453596849716224,4.674454036329591,8,5,8,2
6.75.jpg,18.869917209106788,14.760450223999054,4.65955032101689,2.357591953436124,12.38855189649817,6.877512036229868,13.329082717603756,7.097999212523719,6,7,5,2
7.3.jpg,31.99206761929621,15.600718052235234,7.425296764533814,3.4720035783634553,24.972138481514808,8.665934072616968,26.11578040736671,9.157618046995792,7,3,-1,1
10.32.jpg,81.03328574017202,11.73651535738252,9.50583902505123,4.462952529253982,20.260581174048852,7.912426873474107,22.458076889647288,8.888832983330772,10,3,2,2
10.26.jpg,70.93186340265802,13.82879084460669,18.916361127803786,6.230118262898564,-5.034717386840436,2.3646041864362495,19.761657948562153,6.087667791123617,10,2,6,0
6.61.jpg,18.938391535449288,12.82137566589913,27.505448316680685,15.192385367421176,7.157272619555816,3.999156335600639,28.58659408429904,15.407293781211624,6,6,1,1
8.64.jpg,49.01203028212437,11.66182041169668,60.25432532149872,6.627393251025469,45.938857860909486,7.031726404130726,76.00646369235496,7.572805030031181,8,6,4,1
4.64.jpg,17.649352711840226,11.738507154218222,32.832182638281985,12.64591388317067,22.984467250707866,13.421209409419776,40.35744017013741,17.820296699499995,4,6,4,3
1.5.jpg,5.649072832891775,5.6704624444246186,0.2260178834808585,0.504338320045338,0.8290417949278789,0.7365610481402397,1.0176748376165137,0.7068321052245796,1,5,-1,4
4.58.jpg,16.507574136789863,12.515816709773238,5.009357843347901,2.644883663764282,3.891929046835635,1.8469884693066083,6.422035740494839,3.066758982495956,4,5,8,3
9.24.jpg,64.89904331780944,16.092070560383615,10.795582749499172,1.9497126591979856,2.0032203331914307,1.9291289134652303,11.113920576708333,2.13569329198252,9,2,4,4
